"date","open","high","low","close","volume","pct_chg"
2008-10-26,85.97,98.57,83.7,96.83,2.4e+09,0.1125
2008-11-02,96.78,100.86,90.06,93.86,1.8e+09,-0.0307
2008-11-09,95.21,95.53,82.09,86.62,2.47e+09,-0.0771
2008-11-16,86.38,88.56,74.34,79.52,3.03e+09,-0.082
2008-11-23,81.92,90.13,80.36,90.09,1.47e+09,0.1329
2008-11-30,87.51,88.42,81.86,87.93,2.28e+09,-0.024
2008-12-07,90.34,92.38,85.2,88.99,1.96e+09,0.0121
2008-12-14,89.02,92.43,86.29,88.19,1.6e+09,-0.009
2008-12-21,88.58,88.67,85.49,87.16,602880000,-0.0117
2008-12-28,87.24,93.44,85.6,92.96,718760000,0.0665
2009-01-04,92.63,94.55,85.36,89.09,1.45e+09,-0.0416
2009-01-11,88.84,88.91,81.72,85.06,2e+09,-0.0452
2009-01-18,84.23,85.06,80.05,83.11,1.6e+09,-0.0229
2009-01-25,83.59,87.95,82.21,82.83,1.6e+09,-0.0034
2009-02-01,81.57,87.34,77.73,86.98,1.67e+09,0.0501
2009-02-08,86.96,87.74,81.05,82.76,1.86e+09,-0.0485
2009-02-15,80.16,82.96,75.77,77.42,1.64e+09,-0.0645
2009-02-22,78.27,79.67,73.81,73.93,2.1e+09,-0.0451
2009-03-01,72.52,73.92,67.1,68.92,2.31e+09,-0.0678
2009-03-08,67.95,76.98,67.73,76.09,1.89e+09,0.104
2009-03-15,76.96,81,75.45,76.71,1.99e+09,0.0081
2009-03-22,78.74,83.3,78.31,81.61,1.93e+09,0.0639
2009-03-29,79.8,84.61,77.96,84.26,1.83e+09,0.0325
2009-04-05,83.34,85.82,81.51,85.81,1.02e+09,0.0184
2009-04-12,84.92,87.65,83.61,87.08,1.35e+09,0.0148
2009-04-19,85.54,87.31,82.75,86.66,1.55e+09,-0.0048
2009-04-26,85.68,89.02,84.76,87.89,1.39e+09,0.0142
2009-05-03,88.55,93.22,88.38,92.98,1.44e+09,0.0579
2009-05-10,91.7,92.11,88.15,88.71,1.33e+09,-0.0459
2009-05-17,89.55,92.8,88.26,89.02,1.16e+09,0.0035
2009-05-24,88.36,93.7,88.32,92.53,1.03e+09,0.0394
2009-05-31,93.67,95.67,87.53,94.55,1.24e+09,0.0218
2009-06-07,93.84,96.11,93.04,95.08,1.22e+09,0.0056
2009-06-14,93.96,94.02,90.83,92.04,1.1e+09,-0.032
2009-06-21,91.14,92.24,88.85,91.84,1.1e+09,-0.0022
2009-06-28,92.11,93.23,89.76,89.81,782720000,-0.0221
2009-07-05,88.94,89.93,87,87.96,956940000,-0.0206
2009-07-12,88.31,94.51,87.59,94.13,989580000,0.0701
2009-07-19,94.68,98.14,94.19,98.06,990760000,0.0418
2009-07-26,97.88,99.83,96.98,98.81,973280000,0.0076
2009-08-02,99.85,102.03,99.31,101.2,951110000,0.0242
2009-08-09,100.74,101.61,99.46,100.79,883390000,-0.0041
2009-08-16,98.85,103.13,98.11,102.97,1e+09,0.0216
2009-08-23,103.39,104.35,101.94,103.38,944460000,0.004
2009-08-30,102.37,103.24,99.57,102.06,955390000,-0.0128
2009-09-06,103,105.3,102.39,104.77,602810000,0.0266
2009-09-13,103.88,108.06,103.15,106.72,935770000,0.0186
2009-09-20,105.89,108.03,104.09,104.45,953660000,-0.0213
2009-09-27,104.85,107.02,101.99,102.49,1.01e+09,-0.0188
2009-10-04,102.9,107.26,102.6,107.26,829880000,0.0465
2009-10-11,107.76,109.71,106.76,108.89,833090000,0.0152
2009-10-18,109.07,110.31,107.5,108.08,1.04e+09,-0.0074
2009-10-25,108.2,109.31,103.44,103.56,1.27e+09,-0.0418
2009-11-01,104.13,107.4,103.08,107.13,1.08e+09,0.0345
2009-11-08,107.95,110.82,107.87,109.62,808970000,0.0232
2009-11-15,110.38,111.69,109.01,109.43,857470000,-0.0017
2009-11-22,110.72,111.74,108.29,109.57,5.22e+08,0.0013
2009-11-29,109.48,112.38,108.12,111.01,895040000,0.0131
2009-12-06,110.91,111.53,109.02,111.11,715770000,9e-04
2009-12-13,111.87,112.13,105.48,110.21,740890000,-0.0081
2009-12-20,110.76,112.6,110.76,112.48,361270000,0.0206
2009-12-27,112.9,113.03,111.39,111.44,331860000,-0.0092
2010-01-03,112.37,114.62,111.51,114.57,604090000,0.0281
2010-01-10,115.08,115.14,113.2,113.64,759600000,-0.0081
2010-01-17,113.62,115.13,109.09,109.21,1.05e+09,-0.039
2010-01-24,110.21,110.47,107.22,107.39,1.3e+09,-0.0167
2010-01-31,108.15,110.59,104.58,106.66,1.43e+09,-0.0068
2010-02-07,106.74,108.25,105.81,108.04,1.33e+09,0.0129
2010-02-14,108.86,111.57,107.82,111.14,744560000,0.0287
2010-02-21,111.55,111.58,108.94,110.74,949420000,-0.0036
2010-02-28,111.2,114.34,111.17,114.25,771380000,0.0317
2010-03-07,114.26,115.97,113.87,115.46,778230000,0.0106
2010-03-14,115.26,117.48,114.6,115.97,916110000,0.0044
2010-03-21,115.31,118.17,115.24,116.58,992810000,0.0053
2010-03-28,117.17,118.25,116.61,117.8,602580000,0.0105
2010-04-04,118.25,119.6,117.6,119.55,692520000,0.0149
2010-04-11,119.7,121.56,118.75,119.36,908510000,-0.0016
2010-04-18,119.01,121.86,118.47,121.81,985090000,0.0205
2010-04-25,121.85,122.12,118.25,118.81,1.26e+09,-0.0246
2010-05-02,119.38,120.68,105,111.26,2.16e+09,-0.0635
2010-05-09,115.81,117.68,112.87,113.89,1.53e+09,0.0236
2010-05-16,114.2,115.22,105.36,109.11,2.11e+09,-0.042
2010-05-23,108.52,110.8,104.38,109.37,1.61e+09,0.0024
2010-05-30,108.35,111.06,106.47,106.82,1.14e+09,-0.0233
2010-06-06,107.2,109.75,104.65,109.68,1.42e+09,0.0268
2010-06-13,110.52,112.42,109.4,111.73,1.1e+09,0.0187
2010-06-20,113.12,113.2,106.77,107.87,1.21e+09,-0.0345
2010-06-27,108.03,108.32,101.13,102.2,1.44e+09,-0.0526
2010-07-04,103.64,107.97,101.88,107.96,866550000,0.0564
2010-07-11,107.6,110.09,106.45,106.66,1.04e+09,-0.012
2010-07-18,107.05,110.57,105.82,110.41,1.21e+09,0.0352
2010-07-25,110.6,112.29,108.98,110.27,990260000,-0.0013
2010-08-01,111.99,113.11,110.92,112.39,873290000,0.0192
2010-08-08,112.92,113.18,107.6,108.31,1.04e+09,-0.0363
2010-08-15,107.57,110.39,106.75,107.53,978650000,-0.0072
2010-08-22,108.04,108.57,104.29,106.86,1.21e+09,-0.0062
2010-08-29,106.58,110.99,104.49,110.89,1.08e+09,0.0377
2010-09-05,110.37,111.68,109.55,111.48,567080000,0.0053
2010-09-12,112.58,113.29,111.98,112.49,952740000,0.0091
2010-09-19,112.88,114.9,112.18,114.82,1.09e+09,0.0207
2010-09-26,114.86,115.79,113.18,114.61,979420000,-0.0018
2010-10-03,114.37,116.86,113.18,116.54,887030000,0.0168
2010-10-10,116.72,118.55,115.65,117.7,941120000,0.01
2010-10-17,117.74,119.09,116.02,118.35,951920000,0.0055
2010-10-24,119.14,119.76,117.26,118.49,813030000,0.0012
2010-10-31,119.07,122.92,117.85,122.72,954820000,0.0357
2010-11-07,122.34,122.95,119.65,120.2,9.61e+08,-0.0205
2010-11-14,120.58,121.05,117.59,120.29,991160000,7e-04
2010-11-21,119.69,120.24,117.99,119.29,620070000,-0.0083
2010-11-28,118.5,123.03,117.74,122.89,1.02e+09,0.0302
2010-12-05,122.63,124.6,122.41,124.48,688930000,0.0129
2010-12-12,125.05,125.23,123.75,124.3,7.68e+08,-0.0014
2010-12-19,124.64,125.82,123.98,125.6,363010000,0.0105
2010-12-26,125.13,126.2,125.04,125.75,339360000,0.0012
2011-01-02,126.71,127.83,125.7,127.14,688660000,0.0111
2011-01-09,126.58,129.33,126.2,129.3,587520000,0.017
2011-01-16,129.18,129.64,127.13,128.37,593570000,-0.0072
2011-01-23,128.28,130.35,127.51,127.72,841490000,-0.0051
2011-01-30,128.07,131.2,127.75,131.15,715290000,0.0269
2011-02-06,131.44,133.28,131.3,133.11,658370000,0.0149
2011-02-13,133.03,134.69,132.32,134.53,591260000,0.0107
2011-02-20,133.12,134.56,129.7,132.33,862890000,-0.0164
2011-02-27,132.82,133.69,130.35,132.47,1.05e+09,0.0011
2011-03-06,132.86,133.16,129.49,130.84,1.07e+09,-0.0123
2011-03-13,129.99,130.48,125.28,127.76,1.55e+09,-0.0235
2011-03-20,129.35,131.87,128.32,131.3,747470000,0.0277
2011-03-27,131.58,133.77,130.44,133.15,662370000,0.0141
2011-04-03,133.43,134,132.31,132.86,661300000,-0.0022
2011-04-10,133,133.45,130.27,132.04,776590000,-0.0062
2011-04-17,130.59,133.84,129.51,133.78,627920000,0.0132
2011-04-24,133.68,136.57,133.2,136.43,595480000,0.0198
2011-05-01,137.07,137.18,133.02,134.2,897590000,-0.0163
2011-05-08,134.19,136.11,133.39,134.04,751910000,-0.0012
2011-05-15,133.56,135.03,132.12,133.61,772070000,-0.0032
2011-05-22,131.98,133.87,131.38,133.51,753010000,-7e-04
2011-05-29,134.77,134.92,130.08,130.42,832980000,-0.0231
2011-06-05,130.09,130.36,127.26,127.6,940050000,-0.0216
2011-06-12,127.89,129.77,126.32,127.05,1.21e+09,-0.0043
2011-06-19,126.62,129.81,126.19,126.81,1.09e+09,-0.0019
2011-06-26,126.89,134.1,126.64,133.92,1e+09,0.0561
2011-07-03,133.78,135.7,133.11,134.4,673900000,0.0036
2011-07-10,132.75,133.22,130.68,131.69,1.06e+09,-0.0202
2011-07-17,131.08,134.82,129.63,134.58,871860000,0.0219
2011-07-24,133.3,134.49,127.97,129.33,1.03e+09,-0.039
2011-07-31,130.84,130.96,116.86,120.08,2.22e+09,-0.0715
2011-08-07,116.91,120.12,110.27,118.12,2.88e+09,-0.0163
2011-08-14,119.19,121.2,112.5,112.64,1.73e+09,-0.0464
2011-08-21,115.17,119.4,112.41,117.97,1.48e+09,0.0473
2011-08-28,119.56,123.51,117.43,117.85,1.24e+09,-0.001
2011-09-04,114.39,120.94,114.38,115.92,1.13e+09,-0.0164
2011-09-11,114.47,121.97,114.05,121.52,1.51e+09,0.0483
2011-09-18,119.53,121.99,111.3,113.54,1.6e+09,-0.0657
2011-09-25,114.61,119.56,112.98,113.15,1.45e+09,-0.0034
2011-10-02,112.49,117.25,107.43,115.71,1.68e+09,0.0226
2011-10-09,117.68,122.6,117.67,122.57,1.15e+09,0.0593
