"Date","Price","Open","High","Low","Vol.","Change %"
"06/18/2017","243.13","243.59","244.73","242.41","289.14M","0.20%"
"06/11/2017","242.64","243.13","244.87","241.63","375.80M","-0.32%"
"06/04/2017","243.41","243.97","245.01","241.95","347.43M","-0.31%"
"05/28/2017","244.17","241.34","244.35","240.64","284.63M","1.02%"
"05/21/2017","241.71","238.90","242.08","238.82","269.23M","1.43%"
"05/14/2017","238.31","239.47","240.67","235.43","507.39M","-0.28%"
"05/07/2017","238.98","239.75","240.19","238.13","270.31M","-0.30%"
"04/30/2017","239.70","238.68","239.72","237.70","320.86M","0.68%"
"04/23/2017","238.08","237.18","239.53","234.56","401.55M","1.49%"
"04/16/2017","234.59","233.11","235.84","232.88","423.29M","0.89%"
"04/09/2017","232.51","235.36","236.25","232.51","330.41M","-1.14%"
"04/02/2017","235.20","235.80","237.39","233.91","394.36M","-0.23%"
"03/26/2017","235.74","231.93","236.52","231.61","373.36M","0.80%"
"03/19/2017","233.86","237.03","237.61","232.96","494.83M","-1.34%"
"03/12/2017","237.03","237.62","239.44","236.19","380.57M","-0.28%"
"03/05/2017","237.69","237.50","238.12","235.74","371.34M","-0.31%"
"02/26/2017","238.42","236.64","240.32","236.01","454.86M","0.71%"
"02/19/2017","236.74","235.52","236.90","235.41","308.06M","0.70%"
"02/12/2017","235.09","232.08","235.16","232.05","375.00M","1.55%"
"02/05/2017","231.51","228.87","231.77","228.31","299.26M","0.95%"
"01/29/2017","229.34","228.17","229.55","226.32","384.96M","0.16%"
"01/22/2017","228.97","226.35","229.71","225.27","374.74M","0.98%"
"01/15/2017","226.74","226.31","227.31","225.41","311.81M","-0.14%"
"01/08/2017","227.05","226.91","227.45","224.96","320.19M","-0.07%"
"01/01/2017","227.21","225.04","227.75","223.88","320.05M","1.65%"
"12/25/2016","223.53","226.02","226.73","222.73","264.46M","-0.97%"
"12/18/2016","225.71","225.25","226.57","224.92","341.01M","0.30%"
"12/11/2016","225.04","226.40","228.34","224.67","636.39M","-0.65%"
"12/04/2016","226.51","220.65","226.53","220.42","426.17M","3.11%"
"11/27/2016","219.68","221.16","221.82","219.15","413.63M","-0.83%"
"11/20/2016","221.52","219.17","221.56","219.00","234.32M","1.38%"
"11/13/2016","218.50","217.03","219.27","215.72","407.91M","0.96%"
"11/06/2016","216.42","211.45","218.31","211.30","747.66M","3.77%"
"10/30/2016","208.55","212.93","213.19","208.38","485.45M","-1.88%"
"10/23/2016","212.54","215.00","215.32","211.71","420.24M","-0.67%"
"10/16/2016","213.98","213.09","214.64","212.17","364.39M","0.40%"
"10/09/2016","213.12","216.16","216.70","211.21","450.79M","-0.89%"
"10/02/2016","215.04","215.82","216.30","213.99","428.99M","-0.58%"
"09/25/2016","216.30","215.02","217.12","213.62","501.01M","0.14%"
"09/18/2016","215.99","214.13","217.53","213.03","410.51M","1.23%"
"09/11/2016","213.37","212.39","216.81","212.31","786.10M","0.04%"
"09/04/2016","213.28","218.70","219.22","213.25","428.95M","-2.33%"
"08/28/2016","218.37","217.44","218.87","216.03","391.02M","0.50%"
"08/21/2016","217.29","218.26","219.60","216.25","378.23M","-0.57%"
"08/14/2016","218.54","218.89","219.50","217.02","306.59M","0.04%"
"08/07/2016","218.46","218.40","218.94","217.23","282.92M","0.13%"
"07/31/2016","218.18","217.19","218.23","214.25","338.08M","0.49%"
"07/24/2016","217.12","217.00","217.54","215.62","354.59M","-0.06%"
"07/17/2016","217.24","215.97","217.37","215.63","301.80M","0.65%"
"07/10/2016","215.83","213.19","217.01","212.95","460.62M","1.50%"
"07/03/2016","212.65","208.95","212.94","207.06","425.39M","1.30%"
"06/26/2016","209.92","201.59","210.49","198.65","816.78M","3.34%"
"06/19/2016","203.13","208.82","210.87","202.72","686.99M","-1.64%"
"06/12/2016","206.52","209.36","210.37","205.59","618.52M","-1.69%"
"06/05/2016","210.07","210.70","212.52","209.43","379.65M","-0.10%"
"05/29/2016","210.28","210.56","210.93","208.86","344.62M","0.02%"
"05/22/2016","210.24","205.51","210.25","204.99","350.93M","2.31%"
"05/15/2016","205.49","204.96","207.34","202.78","536.33M","0.36%"
"05/08/2016","204.76","205.57","208.54","204.38","419.64M","-0.47%"
"05/01/2016","205.72","206.92","208.18","203.88","417.79M","-0.30%"
"04/24/2016","206.33","208.26","209.81","205.03","459.00M","-1.26%"
"04/17/2016","208.97","207.14","210.92","207.00","436.89M","0.57%"
"04/10/2016","207.78","205.25","208.60","203.70","436.42M","1.60%"
"04/03/2016","204.50","206.83","207.07","203.09","463.90M","-1.17%"
"03/27/2016","206.92","203.61","207.14","202.40","450.70M","1.87%"
"03/20/2016","203.12","204.07","205.23","201.74","335.81M","-0.62%"
"03/13/2016","204.38","202.16","205.23","201.05","568.74M","0.80%"
"03/06/2016","202.76","199.34","202.81","197.38","613.80M","1.16%"
"02/28/2016","200.43","195.11","201.35","193.33","594.60M","2.74%"
"02/21/2016","195.09","193.87","196.68","189.32","606.47M","1.61%"
"02/14/2016","192.00","188.77","193.32","187.63","473.40M","2.88%"
"02/07/2016","186.63","185.77","188.34","181.09","870.95M","-0.70%"
"01/31/2016","187.95","192.53","194.58","187.10","844.00M","-2.98%"
"01/24/2016","193.72","189.92","193.88","187.06","811.42M","1.68%"
"01/17/2016","190.52","189.96","190.76","181.02","845.88M","1.44%"
"01/10/2016","187.81","193.01","194.86","185.52","1.15B","-2.14%"
"01/03/2016","191.92","200.49","201.90","191.58","908.57M","-5.86%"
"12/27/2015","203.87","204.86","207.79","203.87","336.74M","-0.88%"
"12/20/2015","205.68","201.41","206.33","200.09","369.65M","2.83%"
"12/13/2015","200.02","202.07","208.48","199.83","957.96M","-0.92%"
"12/06/2015","201.88","209.23","209.73","201.51","695.10M","-3.69%"
"11/29/2015","209.62","209.75","211.00","204.75","678.26M","0.03%"
"11/22/2015","209.56","209.38","209.98","207.41","253.10M","0.12%"
"11/15/2015","209.31","202.32","210.12","202.18","542.34M","3.34%"
"11/08/2015","202.54","209.31","209.49","202.44","549.62M","-3.57%"
"11/01/2015","210.04","208.32","211.66","208.17","466.62M","1.01%"
"10/25/2015","207.93","207.30","209.44","205.79","504.45M","0.20%"
"10/18/2015","207.51","202.50","207.95","201.65","576.36M","2.09%"
"10/11/2015","203.27","201.42","203.29","198.94","492.26M","0.96%"
"10/04/2015","201.33","196.46","201.90","196.33","621.03M","3.25%"
"09/27/2015","195.00","191.78","195.03","186.93","843.10M","1.11%"
"09/20/2015","192.85","196.44","197.68","190.56","666.84M","-1.33%"
"09/13/2015","195.45","196.95","202.89","194.96","792.54M","-0.66%"
"09/06/2015","196.74","195.94","199.47","194.25","543.68M","2.15%"
"08/30/2015","192.59","198.11","199.12","190.73","938.74M","-3.36%"
"08/23/2015","199.28","187.49","199.84","182.40","1.65B","0.73%"
"08/16/2015","197.83","208.71","210.68","197.52","864.63M","-5.53%"
"08/09/2015","209.42","209.28","210.67","205.36","540.65M","0.71%"
"08/02/2015","207.95","210.46","211.31","206.87","515.46M","-1.21%"
"07/26/2015","210.50","206.94","211.45","206.26","556.27M","1.20%"
"07/19/2015","208.00","212.75","213.18","207.60","445.34M","-2.11%"
"07/12/2015","212.48","208.99","212.55","208.94","481.41M","2.41%"
"07/05/2015","207.48","205.77","208.17","204.11","729.39M","0.08%"
"06/28/2015","207.31","208.04","209.83","205.28","625.90M","-1.20%"
"06/21/2015","209.82","211.91","212.59","209.16","432.76M","-0.47%"
"06/14/2015","210.81","208.64","213.34","207.79","632.75M","0.38%"
"06/07/2015","210.01","209.64","212.09","207.69","537.91M","0.11%"
"05/31/2015","209.77","211.94","212.67","208.98","546.28M","-0.65%"
"05/24/2015","211.14","212.40","212.98","210.20","417.42M","-0.87%"
"05/17/2015","212.99","212.24","213.78","212.16","345.72M","0.26%"
"05/10/2015","212.44","211.57","212.61","208.62","462.55M","0.39%"
"05/03/2015","211.62","211.23","212.02","206.76","563.44M","0.43%"
"04/26/2015","210.72","212.33","212.48","207.62","556.61M","-0.44%"
"04/19/2015","211.65","209.06","211.97","208.90","406.93M","1.78%"
"04/12/2015","207.95","209.87","211.04","207.01","509.11M","-1.00%"
"04/05/2015","210.04","205.37","210.09","205.21","443.23M","1.74%"
"03/29/2015","206.44","206.98","208.61","204.51","447.15M","0.34%"
"03/22/2015","205.74","210.42","211.11","204.12","581.12M","-2.22%"
"03/15/2015","210.41","206.71","211.27","205.86","755.05M","2.23%"
"03/08/2015","205.83","207.74","208.79","204.40","613.49M","-0.80%"
"03/01/2015","207.50","210.78","212.06","207.10","577.32M","-1.50%"
"02/22/2015","210.66","210.94","212.24","210.48","400.72M","-0.27%"
"02/15/2015","211.24","209.40","211.33","208.73","389.98M","0.70%"
"02/08/2015","209.78","204.77","209.84","204.13","465.69M","2.06%"
"02/01/2015","205.55","200.05","207.24","197.86","645.25M","3.06%"
"01/25/2015","199.45","204.71","205.56","198.68","765.88M","-2.69%"
"01/18/2015","204.97","202.40","206.26","200.17","545.81M","1.66%"
"01/11/2015","201.63","204.41","205.48","198.55","940.43M","-1.28%"
"01/04/2015","204.25","204.17","206.42","198.85","809.92M","-0.57%"
"12/28/2014","205.43","208.22","208.97","204.18","404.98M","-1.44%"
"12/21/2014","208.44","206.75","208.85","206.46","370.78M","0.93%"
"12/14/2014","206.52","201.98","212.97","197.86","1.21B","2.80%"
"12/07/2014","200.89","207.52","208.12","200.85","754.97M","-3.42%"
"11/30/2014","208.00","206.40","208.47","205.38","429.77M","0.39%"
"11/23/2014","207.20","207.17","207.87","206.80","265.05M","0.25%"
"11/16/2014","206.68","203.85","207.84","203.65","454.05M","1.19%"
"11/09/2014","204.24","203.38","204.83","203.13","376.71M","0.44%"
"11/02/2014","203.34","201.92","203.60","200.06","475.41M","0.83%"
"10/26/2014","201.66","195.73","201.82","195.03","592.48M","2.66%"
"10/19/2014","196.43","188.13","196.49","188.07","709.65M","4.22%"
"10/12/2014","188.47","190.46","191.15","181.92","1.31B","-1.09%"
"10/05/2014","190.54","197.34","197.60","190.49","871.77M","-3.04%"
"09/28/2014","196.52","196.20","198.30","192.35","683.07M","-0.70%"
"09/21/2014","197.90","200.35","200.38","196.27","598.07M","-1.40%"
"09/14/2014","200.70","199.16","201.90","198.38","560.51M","0.79%"
"09/07/2014","199.13","200.92","201.21","198.56","404.29M","-0.98%"
"08/31/2014","201.11","200.97","201.58","199.41","317.30M","0.20%"
"08/24/2014","200.71","200.14","200.82","199.15","283.26M","0.76%"
"08/17/2014","199.19","196.80","199.76","196.69","351.22M","1.77%"
"08/10/2014","195.72","193.97","196.65","192.94","414.54M","1.28%"
"08/03/2014","193.24","192.87","194.30","190.55","591.60M","0.38%"
"07/27/2014","192.50","197.76","198.45","191.57","626.69M","-2.64%"
"07/20/2014","197.72","197.09","199.06","196.43","334.61M","0.01%"
"07/13/2014","197.71","197.61","198.26","195.43","519.81M","0.56%"
"07/06/2014","196.61","197.82","197.98","195.06","406.12M","-0.80%"
"06/29/2014","198.20","195.70","198.29","195.53","266.39M","1.22%"
"06/22/2014","195.82","195.99","196.50","194.13","405.40M","-0.06%"
"06/15/2014","195.94","193.89","196.60","193.66","464.04M","0.93%"
"06/08/2014","194.13","195.35","196.05","193.11","379.39M","-0.64%"
"06/01/2014","195.38","192.95","195.43","191.97","356.03M","1.40%"
"05/25/2014","192.68","191.06","192.80","190.95","279.43M","1.22%"
"05/18/2014","190.35","187.69","190.48","187.07","386.28M","1.22%"
"05/11/2014","188.05","188.80","190.42","186.48","478.17M","0.05%"
"05/04/2014","187.96","187.14","189.05","186.01","445.13M","-0.05%"
"04/27/2014","188.06","187.05","189.14","184.96","511.87M","0.95%"
"04/20/2014","186.29","186.44","188.40","185.87","416.54M","-0.05%"
"04/13/2014","186.39","182.93","186.91","181.44","499.93M","2.69%"
"04/06/2014","181.51","185.95","187.17","181.31","693.93M","-2.62%"
"03/30/2014","186.40","186.67","189.70","185.52","514.53M","0.49%"
"03/23/2014","185.49","186.84","187.34","183.90","589.13M","-0.38%"
"03/16/2014","186.20","185.59","189.02","185.47","656.80M","0.83%"
"03/09/2014","184.66","187.97","188.71","184.44","587.71M","-1.91%"
"03/02/2014","188.26","184.65","188.96","183.75","620.70M","1.06%"
"02/23/2014","186.29","184.28","187.15","184.20","574.55M","1.31%"
"02/16/2014","183.89","184.18","184.95","182.60","430.10M","-0.07%"
"02/09/2014","184.02","179.70","184.36","179.21","501.79M","2.42%"
"02/02/2014","179.68","177.97","179.87","173.71","887.74M","0.84%"
"01/26/2014","178.18","179.06","179.81","176.88","821.52M","-0.40%"
"01/19/2014","178.89","184.70","184.77","178.83","491.07M","-2.58%"
"01/12/2014","183.63","183.67","184.94","181.34","533.57M","-0.28%"
"01/05/2014","184.14","183.49","184.22","182.08","483.46M","0.69%"
"12/29/2013","182.88","183.87","184.69","182.48","344.13M","-0.52%"
"12/22/2013","183.84","182.45","184.18","182.06","256.15M","1.26%"
"12/15/2013","181.56","178.95","181.99","177.32","754.37M","1.94%"
"12/08/2013","178.11","181.47","181.67","177.76","505.06M","-1.56%"
"12/01/2013","180.94","181.09","181.43","178.35","573.98M","-0.03%"
"11/24/2013","181.00","181.13","181.75","180.37","281.15M","0.11%"
"11/17/2013","180.81","180.35","180.83","177.98","497.73M","0.42%"
"11/10/2013","180.05","177.12","180.12","176.09","456.70M","1.56%"
"11/03/2013","177.29","176.69","177.64","174.76","552.56M","0.61%"
"10/27/2013","176.21","175.89","177.51","175.22","588.98M","0.15%"
"10/20/2013","175.95","174.45","176.00","173.96","500.23M","0.89%"
"10/13/2013","174.39","169.21","174.51","169.08","696.97M","2.43%"
"10/06/2013","170.26","167.42","170.32","164.53","744.28M","0.81%"
"09/29/2013","168.89","167.48","169.50","166.84","658.02M","-0.01%"
"09/22/2013","168.91","170.49","170.65","168.47","504.54M","-1.06%"
"09/15/2013","170.72","171.16","173.60","170.04","691.66M","0.82%"
"09/08/2013","169.33","166.45","169.56","166.45","443.89M","1.98%"
"09/01/2013","166.04","165.23","166.98","163.70","462.61M","1.46%"
"08/25/2013","163.65","166.79","167.30","163.05","610.57M","-1.78%"
"08/18/2013","166.62","165.64","166.83","164.19","537.63M","0.48%"
"08/11/2013","165.83","168.46","169.90","165.50","513.03M","-2.06%"
"08/04/2013","169.31","170.57","170.96","168.55","420.46M","-0.96%"
"07/28/2013","170.95","168.68","170.97","168.11","509.01M","1.09%"
"07/21/2013","169.11","169.41","169.86","167.52","492.14M","-0.04%"
"07/14/2013","169.17","167.97","169.27","167.07","458.48M","0.99%"
"07/07/2013","167.51","163.86","167.93","163.08","588.61M","2.75%"
"06/30/2013","163.02","161.26","163.08","160.22","484.45M","1.62%"
"06/23/2013","160.42","157.41","161.82","155.73","809.33M","0.85%"
"06/16/2013","159.07","164.29","165.99","157.47","1.05B","-2.52%"
"06/09/2013","163.18","165.31","165.40","161.30","747.32M","-0.98%"
"06/02/2013","164.80","163.83","165.10","160.25","926.32M","0.83%"
"05/26/2013","163.44","167.04","167.78","163.13","588.69M","-1.13%"
"05/19/2013","165.31","166.78","169.07","163.94","787.55M","-0.98%"
"05/12/2013","166.94","163.20","167.04","162.82","561.28M","2.16%"
"05/05/2013","163.41","161.49","163.70","161.42","464.60M","1.26%"
"04/28/2013","161.37","158.67","161.88","158.10","584.07M","1.98%"
"04/21/2013","158.24","155.78","159.27","154.75","596.46M","1.78%"
"04/14/2013","155.48","158.00","158.13","153.55","908.87M","-2.09%"
"04/07/2013","158.80","155.27","159.71","154.75","550.71M","2.35%"
"03/31/2013","155.16","156.59","157.21","153.77","646.42M","-0.96%"
"03/24/2013","156.67","156.01","156.85","154.35","441.06M","0.69%"
"03/17/2013","155.60","154.34","155.95","153.59","647.80M","-0.15%"
"03/10/2013","155.83","155.32","156.80","155.13","546.98M","0.25%"
"03/03/2013","155.44","151.76","155.65","151.52","524.73M","2.19%"
"02/24/2013","152.11","152.63","152.87","148.73","880.70M","0.14%"
"02/17/2013","151.89","152.37","153.28","149.94","545.29M","-0.14%"
"02/10/2013","152.11","151.74","152.61","151.39","517.55M","0.20%"
"02/03/2013","151.80","150.32","151.89","149.43","677.37M","0.37%"
"01/27/2013","151.24","150.29","151.42","149.51","596.65M","0.66%"
"01/20/2013","150.25","148.33","150.25","147.98","510.04M","1.29%"
"01/13/2013","148.33","146.89","148.49","146.20","591.33M","0.86%"
"01/06/2013","147.07","145.85","147.15","144.98","566.67M","0.48%"
"12/30/2012","146.37","139.66","146.61","139.54","697.59M","4.53%"
"12/23/2012","140.03","142.48","142.71","139.87","477.55M","-1.93%"
"12/16/2012","142.79","142.47","145.58","141.94","886.76M","0.48%"
"12/09/2012","142.11","142.21","144.55","141.88","670.71M","-0.21%"
"12/02/2012","142.41","142.80","142.92","140.37","611.53M","0.18%"
"11/25/2012","142.16","140.65","142.51","139.00","693.51M","0.57%"
"11/18/2012","141.35","137.90","141.40","136.41","418.42M","3.65%"
"11/11/2012","136.37","138.59","139.25","134.70","829.81M","-1.30%"
"11/04/2012","138.16","141.35","143.52","137.55","852.32M","-2.40%"
"10/28/2012","141.56","141.85","143.72","140.68","342.14M","0.15%"
"10/21/2012","141.35","143.15","143.67","140.39","718.29M","-1.42%"
"10/14/2012","143.39","143.23","146.52","142.77","679.09M","0.35%"
"10/07/2012","142.89","145.60","146.12","142.58","599.32M","-2.22%"
"09/30/2012","146.14","144.52","147.16","143.83","619.77M","1.51%"
"09/23/2012","143.97","145.15","146.24","142.95","637.88M","-1.30%"
"09/16/2012","145.87","146.94","147.19","145.63","608.82M","-0.93%"
"09/09/2012","147.24","144.19","148.11","143.46","658.11M","2.02%"
"09/02/2012","144.33","141.04","144.39","140.13","486.43M","2.25%"
"08/26/2012","141.16","141.89","142.08","140.19","458.46M","-0.25%"
"08/19/2012","141.51","141.98","143.09","140.22","528.03M","-0.47%"
"08/12/2012","142.18","140.60","142.30","140.04","455.72M","0.95%"
"08/05/2012","140.84","139.72","140.92","139.56","475.71M","1.07%"
"07/29/2012","139.35","138.52","139.64","135.58","723.03M","0.48%"
"07/22/2012","138.68","134.47","139.07","133.03","840.93M","1.62%"
"07/15/2012","136.47","135.44","138.18","134.55","622.49M","0.53%"
"07/08/2012","135.75","135.38","136.23","132.60","686.63M","0.19%"
"07/01/2012","135.49","136.48","137.80","134.85","487.34M","-0.45%"
"06/24/2012","136.10","132.05","136.27","130.85","777.59M","1.98%"
"06/17/2012","133.46","133.58","136.25","132.33","810.52M","-0.51%"
"06/10/2012","134.14","134.17","134.26","131.16","923.97M","0.78%"
"06/03/2012","133.10","128.39","133.53","127.14","879.59M","3.85%"
"05/27/2012","128.16","133.16","133.93","128.16","764.68M","-2.98%"
"05/20/2012","132.10","130.16","133.23","129.95","883.17M","1.82%"
"05/13/2012","129.74","134.31","135.61","129.55","1.15B","-4.33%"
"05/06/2012","135.61","136.51","137.56","134.49","865.56M","-1.01%"
"04/29/2012","137.00","140.11","141.66","136.92","712.70M","-2.41%"
"04/22/2012","140.39","136.54","140.79","135.94","720.52M","1.77%"
"04/15/2012","137.95","137.84","139.36","136.58","761.45M","0.59%"
"04/08/2012","137.14","138.03","139.84","135.76","840.62M","-1.90%"
"04/01/2012","139.79","140.64","142.21","139.26","591.88M","-0.72%"
"03/25/2012","140.81","140.65","141.83","139.09","689.04M","0.83%"
"03/18/2012","139.65","140.21","141.28","138.55","625.15M","-0.46%"
"03/11/2012","140.30","137.55","140.78","137.09","751.27M","1.98%"
"03/04/2012","137.57","137.10","137.93","134.36","726.39M","0.19%"
"02/26/2012","137.31","136.02","138.19","135.80","726.68M","0.28%"
"02/19/2012","136.93","136.73","137.20","135.50","501.74M","0.38%"
"02/12/2012","136.41","135.32","136.63","134.25","793.47M","1.53%"
"02/05/2012","134.36","133.98","135.59","133.64","699.09M","-0.13%"
"01/29/2012","134.54","130.51","134.62","130.06","744.45M","2.06%"
"01/22/2012","131.82","131.51","133.40","130.60","751.13M","-0.10%"
"01/15/2012","131.95","130.08","131.95","128.90","560.16M","2.41%"
"01/08/2012","128.84","128.00","129.70","127.41","625.17M","0.88%"
"01/01/2012","127.71","127.76","128.38","126.43","642.83M","1.76%"
"12/25/2011","125.50","126.17","126.82","124.73","424.29M","-0.70%"
"12/18/2011","126.39","122.06","126.43","120.03","815.20M","3.95%"
"12/11/2011","121.59","124.95","125.57","121.30","1.12B","-3.54%"
"12/04/2011","126.05","126.84","127.26","123.65","1.09B","0.95%"
"11/27/2011","124.86","119.54","126.50","118.82","1.13B","7.32%"
"11/20/2011","116.34","120.20","120.35","116.20","770.20M","-4.62%"
"11/13/2011","121.98","126.19","127.45","121.23","1.13B","-3.69%"
"11/06/2011","126.66","125.39","128.02","122.86","1.18B","0.94%"
"10/30/2011","125.48","127.16","128.62","121.52","1.43B","-2.43%"
"10/23/2011","128.60","124.17","129.42","122.21","1.33B","3.73%"
"10/16/2011","123.97","121.99","124.12","119.20","1.29B","1.14%"
"10/09/2011","122.57","117.68","122.60","117.67","1.15B","5.93%"
"10/02/2011","115.71","112.49","117.25","107.43","1.68B","2.26%"
"09/25/2011","113.15","114.61","119.56","112.98","1.45B","-0.34%"
"09/18/2011","113.54","119.53","121.99","111.30","1.60B","-6.57%"
"09/11/2011","121.52","114.47","121.97","114.05","1.51B","4.83%"
"09/04/2011","115.92","114.39","120.94","114.38","1.13B","-1.64%"
"08/28/2011","117.85","119.56","123.51","117.43","1.24B","-0.10%"
"08/21/2011","117.97","115.17","119.40","112.41","1.48B","4.73%"
"08/14/2011","112.64","119.19","121.20","112.50","1.73B","-4.64%"
"08/07/2011","118.12","116.91","120.12","110.27","2.88B","-1.63%"
"07/31/2011","120.08","130.84","130.96","116.86","2.22B","-7.15%"
"07/24/2011","129.33","133.30","134.49","127.97","1.03B","-3.90%"
"07/17/2011","134.58","131.08","134.82","129.63","871.86M","2.19%"
"07/10/2011","131.69","132.75","133.22","130.68","1.06B","-2.02%"
"07/03/2011","134.40","133.78","135.70","133.11","673.90M","0.36%"
"06/26/2011","133.92","126.89","134.10","126.64","1.00B","5.61%"
"06/19/2011","126.81","126.62","129.81","126.19","1.09B","-0.19%"
"06/12/2011","127.05","127.89","129.77","126.32","1.21B","-0.43%"
"06/05/2011","127.60","130.09","130.36","127.26","940.05M","-2.16%"
"05/29/2011","130.42","134.77","134.92","130.08","832.98M","-2.31%"
"05/22/2011","133.51","131.98","133.87","131.38","753.01M","-0.07%"
"05/15/2011","133.61","133.56","135.03","132.12","772.07M","-0.32%"
"05/08/2011","134.04","134.19","136.11","133.39","751.91M","-0.12%"
"05/01/2011","134.20","137.07","137.18","133.02","897.59M","-1.63%"
"04/24/2011","136.43","133.68","136.57","133.20","595.48M","1.98%"
"04/17/2011","133.78","130.59","133.84","129.51","627.92M","1.32%"
"04/10/2011","132.04","133.00","133.45","130.27","776.59M","-0.62%"
"04/03/2011","132.86","133.43","134.00","132.31","661.30M","-0.22%"
"03/27/2011","133.15","131.58","133.77","130.44","662.37M","1.41%"
"03/20/2011","131.30","129.35","131.87","128.32","747.47M","2.77%"
"03/13/2011","127.76","129.99","130.48","125.28","1.55B","-2.35%"
"03/06/2011","130.84","132.86","133.16","129.49","1.07B","-1.23%"
"02/27/2011","132.47","132.82","133.69","130.35","1.05B","0.11%"
"02/20/2011","132.33","133.12","134.56","129.70","862.89M","-1.64%"
"02/13/2011","134.53","133.03","134.69","132.32","591.26M","1.07%"
"02/06/2011","133.11","131.44","133.28","131.30","658.37M","1.49%"
"01/30/2011","131.15","128.07","131.20","127.75","715.29M","2.69%"
"01/23/2011","127.72","128.28","130.35","127.51","841.49M","-0.51%"
"01/16/2011","128.37","129.18","129.64","127.13","593.57M","-0.72%"
"01/09/2011","129.30","126.58","129.33","126.20","587.52M","1.70%"
"01/02/2011","127.14","126.71","127.83","125.70","688.66M","1.11%"
